Date,GOOGL,Alphabet Inc.,Alphabet
2017-01-01,12.959999999999999,0.0,33.059999999999995
2017-01-02,19.68,0.0,34.769999999999996
2017-01-03,28.799999999999997,0.0,42.18
2017-01-04,26.4,0.0,49.589999999999996
2017-01-05,29.759999999999998,0.0,49.019999999999996
2017-01-06,32.64,0.0,44.459999999999994
2017-01-07,18.72,0.0,41.04
2017-01-08,19.47,0.0,40.7
2017-01-09,36.58,0.0,43.45
2017-01-10,34.22,0.0,47.300000000000004
2017-01-11,41.89,0.0,46.2
2017-01-12,38.94,0.0,47.85
2017-01-13,36.58,0.0,41.800000000000004
2017-01-14,26.549999999999997,0.0,36.85
2017-01-15,14.75,0.0,40.47
2017-01-16,29.5,0.0,37.62
2017-01-17,29.5,0.0,42.18
2017-01-18,37.169999999999995,0.0,49.589999999999996
2017-01-19,41.3,0.0,50.73
2017-01-20,36.58,0.0,47.309999999999995
2017-01-21,24.779999999999998,0.0,37.62
2017-01-22,17.16,0.0,40.96
2017-01-23,41.580000000000005,0.0,58.24
2017-01-24,45.54,10.92,60.160000000000004
2017-01-25,44.22,11.05,62.08
2017-01-26,66.0,0.0,64.0
2017-01-27,60.720000000000006,11.18,60.160000000000004
2017-01-28,23.1,0.0,36.480000000000004
2017-01-29,26.8,25.0,44.4
2017-01-30,39.53,0.0,48.6
2017-01-31,52.260000000000005,20.5,57.0
2017-02-01,60.300000000000004,0.0,52.199999999999996
2017-02-02,46.900000000000006,10.25,56.4
2017-02-03,50.25,21.5,51.6
2017-02-04,36.85,0.0,42.6
2017-02-05,28.6,0.0,39.04
2017-02-06,45.5,0.0,56.73
2017-02-07,52.0,0.0,61.0
2017-02-08,65.0,0.0,54.29
2017-02-09,44.85,0.0,57.339999999999996
2017-02-10,50.7,0.0,49.41
2017-02-11,26.0,0.0,50.019999999999996
2017-02-12,27.45,0.0,44.08
2017-02-13,54.9,0.0,44.66
2017-02-14,47.58,0.0,55.099999999999994
2017-02-15,52.46,5.59,55.67999999999999
2017-02-16,42.089999999999996,0.0,56.26
2017-02-17,42.699999999999996,5.33,49.3
2017-02-18,23.18,13.0,38.86
2017-02-19,24.0,0.0,43.88999999999999
2017-02-20,31.2,5.59,42.74999999999999
2017-02-21,41.4,0.0,54.15
2017-02-22,49.8,0.0,53.58
2017-02-23,37.199999999999996,5.33,54.15
2017-02-24,48.6,0.0,50.16
2017-02-25,22.2,0.0,36.48
2017-02-26,29.069999999999997,0.0,37.52
2017-02-27,37.62,14.04,44.24
2017-02-28,49.019999999999996,0.0,48.160000000000004
2017-03-01,47.309999999999995,18.36,53.760000000000005
2017-03-02,50.16,0.0,42.56
2017-03-03,43.31999999999999,0.0,45.92
2017-03-04,19.95,0.0,38.64
2017-03-05,27.0,0.0,44.08
2017-03-06,40.199999999999996,0.0,52.779999999999994
2017-03-07,47.4,0.0,45.239999999999995
2017-03-08,49.199999999999996,12.719999999999999,46.4
2017-03-09,48.0,0.0,48.13999999999999
2017-03-10,44.4,12.959999999999999,48.72
2017-03-11,24.0,0.0,42.339999999999996
2017-03-12,23.779999999999998,0.0,38.86
2017-03-13,42.339999999999996,25.0,49.3
2017-03-14,43.5,0.0,53.36
2017-03-15,45.239999999999995,13.5,46.4
2017-03-16,40.599999999999994,13.5,48.72
2017-03-17,34.22,14.25,47.559999999999995
2017-03-18,26.099999999999998,0.0,41.76
2017-03-19,27.139999999999997,0.0,40.019999999999996
2017-03-20,44.25,0.0,46.98
2017-03-21,50.739999999999995,0.0,46.4
2017-03-22,41.3,0.0,56.839999999999996
2017-03-23,59.0,0.0,57.99999999999999
2017-03-24,43.66,0.0,44.66
2017-03-25,23.599999999999998,0.0,35.379999999999995
2017-03-26,21.7,0.0,38.080000000000005
2017-03-27,52.7,0.0,43.68000000000001
2017-03-28,53.94,0.0,46.480000000000004
2017-03-29,50.839999999999996,0.0,50.400000000000006
2017-03-30,47.74,0.0,54.88
2017-03-31,48.98,0.0,47.6
2017-04-01,21.08,0.0,41.440000000000005
2017-04-02,17.669999999999998,0.0,40.150000000000006
2017-04-03,35.91,0.0,42.900000000000006
2017-04-04,27.929999999999996,0.0,55.00000000000001
2017-04-05,32.489999999999995,0.0,50.050000000000004
2017-04-06,28.499999999999996,0.0,44.0
2017-04-07,27.36,0.0,48.95
2017-04-08,11.969999999999999,0.0,37.400000000000006
2017-04-09,18.55,0.0,38.480000000000004
2017-04-10,24.91,0.0,44.72
2017-04-11,29.68,0.0,44.72
2017-04-12,28.09,0.0,45.24
2017-04-13,25.970000000000002,0.0,44.72
2017-04-14,12.72,35.1,36.4
2017-04-15,11.66,0.0,37.44
2017-04-16,12.420000000000002,0.0,31.720000000000002
2017-04-17,28.080000000000002,0.0,38.480000000000004
2017-04-18,31.32,10.530000000000001,47.32
2017-04-19,31.32,10.66,45.760000000000005
2017-04-20,31.860000000000003,0.0,43.68
2017-04-21,29.160000000000004,11.18,41.08
2017-04-22,27.540000000000003,12.870000000000001,37.44
2017-04-23,24.96,0.0,40.8
2017-04-24,51.480000000000004,0.0,50.4
2017-04-25,55.38,0.0,54.0
